嗚呼;ꜛあꜜあ
三権;ꜛさꜜんけん
三権;さꜛんけん
三絃;さꜛんげ~ん
ざん言;ざꜛんげ~ꜜん
讒言;ざꜛんげ~ꜜん
ざん言;ざꜛんげ~ん
讒言;ざꜛんげ~ん
3原色;さꜛんげ~ꜜんしょく
三原色;さꜛんげ~ꜜんしょく
3原色;さꜛんげꜜんしょく
三原色;さꜛんげꜜんしょく
三権分立;さꜛんけんぶんりつ
珊瑚;ꜛさꜜんご~
産後;さꜛんご~
参考;さꜛんこう
参向;さꜛんこう
賛仰;さꜛんこう
山号;さꜛんご~ꜜう
山号;さꜛんご~う
残光;ざꜛんこう
塹壕;ざꜛんご~う
参考書;さꜛんこうしょ
参考書;さꜛんこうしょꜜ
参考人;さꜛんこうにん
3国;ꜛさꜜんご~く
三国;ꜛさꜜんご~く
残酷;ざꜛんこく
三国一;さꜛんご~くꜜいち
三国一;さꜛんご~くいちꜜ
三国干渉;さꜛんご~く*かꜜんしょう
三国志;さꜛんご~く*ꜜし
三国志;さꜛんご~ꜜく*し
三国伝来;ꜛさꜜんご~くでんらい
さんご樹;さꜛんご~ꜜじゅ
さんご礁;さꜛんご~ꜜしょう
さんご虫;さꜛんご~ꜜちゅう
散骨;さꜛんこつ
さんご島;さꜛんご~とう
3歳;ꜛさꜜんさい
三歳;ꜛさꜜんさい
山菜;さꜛんさい
三才;さꜛんさい
山さい;さꜛんさい
山塞;さꜛんさい
散在;さꜛんざい
散財;さꜛんざい
ざん罪;ざꜛんざい
斬罪;ざꜛんざい
三下り;さꜛんさが~り
三下り;さꜛんさが~りꜜ
散策;さꜛんさく
三査子;さꜛんざし
三さ神経;さꜛんさしꜜんけい
三叉神経;さꜛんさしꜜんけい
惨殺;ざꜛんさつ
さんざっぱら;さꜛんざっぱら
さんざめく;さꜛんざめꜜく
三差路;さꜛんさꜜろ
燦々;さꜛんさん
さんざん;さꜛんざꜜん
さんざん;さꜛんざん
三々九度;さꜛんさんくꜜど
三々五々;さꜛんさんごꜜご~
蚕糸;ꜛさꜜんし
3時;ꜛさꜜんじ
三時;ꜛさꜜんじ
産児;ꜛさꜜんじ
参事;ꜛさꜜんじ
惨事;ꜛさꜜんじ
賛辞;ꜛさꜜんじ
3次;ꜛさꜜんじ
三次;ꜛさꜜんじ
残し;ꜛざꜜんし
残滓;ꜛざꜜんし
ざん死;ꜛざꜜんし
慙死;ꜛざꜜんし
ざん死;ざꜛんし
慙死;ざꜛんし
惨死;ざꜛんし
暫時;ꜛざꜜんじ
参事会;さꜛんじꜜかい
サンジカリズム;さꜛんじかりꜜずむ
参事官;さꜛんじꜜかん
算式;さꜛんし*き
三色菫;さꜛんし*きすꜜみれ
蚕糸業;さꜛんしꜜぎ~ょう
3次元;さꜛんじꜜげ~ん
三次元;さꜛんじꜜげ~ん
山紫水明;ꜛさꜜんしすいめい
三七日;さꜛんし*ちꜜにち
産室;さꜛんし*つ
蚕室;さꜛんし*つ
三十石舟;さꜛんじっこくぶꜜね
三十石舟;さꜛんじゅっこくぶꜜね
30銭;ꜛさꜜんじっせん
三十銭;ꜛさꜜんじっせん
30銭;さꜛんじꜜっせん
三十銭;さꜛんじꜜっせん
三者;ꜛさꜜんしゃ
参酌;さꜛんしゃく
3尺;ꜛさꜜんじゃく
三尺;ꜛさꜜんじゃく
三尺;さꜛんじゃく
三尺;さꜛんじゃくꜜ
三尺もの;さꜛんじゃくもの
三者択一;ꜛさꜜんしゃたくいつ
三社祭;さꜛんじゃまꜜつり
蚕種;ꜛさꜜんしゅ
傘寿;ꜛさꜜんじゅ
ざん首;ꜛざꜜんしゅ
斬首;ꜛざꜜんしゅ
ざん首;ざꜛんしゅ
斬首;ざꜛんしゅ
参集;さꜛんしゅう
三十;ꜛさꜜんじゅう
3重;さꜛんじゅう
三重;さꜛんじゅう
三周忌;さꜛんしゅꜜうき
三重苦;さꜛんじゅꜜうく
3重唱;さꜛんじゅꜜうしょう
三重唱;さꜛんじゅꜜうしょう
3重奏;さꜛんじゅꜜうそう
三重奏;さꜛんじゅꜜうそう
30日;さꜛんじゅꜜうにち
三十日;さꜛんじゅꜜうにち
30日;ꜛさꜜんじゅうにち
三十日;ꜛさꜜんじゅうにち
30秒;さꜛんじゅꜜうびょう
三十秒;さꜛんじゅꜜうびょう
30秒;ꜛさꜜんじゅうびょう
三十秒;ꜛさꜜんじゅうびょう
30枚;さꜛんじゅꜜうまい
三十枚;さꜛんじゅꜜうまい
30枚;ꜛさꜜんじゅうまい
三十枚;ꜛさꜜんじゅうまい
三十六計;ꜛさꜜんじゅうろっけい
算出;さꜛんし*ゅつ
産出;さꜛんし*ゅつ
算術;さꜛんじゅつ
算術級数;さꜛんじゅつ*きゅꜜうすう
算術級数;さꜛんじゅつ*きゅうすꜜう
産出高;さꜛんし*ゅつꜜだか
産出量;さꜛんし*ゅつꜜりょう
三種の神器;さꜛんしゅのじꜜんぎ~
賛助;ꜛさꜜんじょ
産所;さꜛんじょ
産所;さꜛんじょꜜ
残暑;ꜛざꜜんしょ
賛助員;さꜛんじょꜜいん
参照;さꜛんしょう
三唱;さꜛんしょう
山椒;さꜛんしょう
山椒;さꜛんしょ
3畳;さꜛんじょꜜう
三畳;さꜛんじょꜜう
3畳;ꜛさꜜんじょう
三畳;ꜛさꜜんじょう
惨状;さꜛんじょう
山上;さꜛんじょう
参上;さꜛんじょう
残照;ざꜛんしょう
山椒うお;さꜛんしょꜜううお
3色;ꜛさꜜんしょく
三色;ꜛさꜜんしょく
3食;ꜛさꜜんしょく
三食;ꜛさꜜんしょく
蚕食;さꜛんしょく
産じょく;さꜛんじょく
産褥;さꜛんじょく
三色菫;さꜛんしょく*すꜜみれ
産じょく熱;さꜛんじょくꜜねつ
産褥熱;さꜛんじょくꜜねつ
3色版;さꜛんしょくばん
三色版;さꜛんしょくばん
散じる;さꜛんじる
散じる;さꜛんじꜜる
参進;さꜛんしん
三振;さꜛんしん
三しん;さꜛんしん
三線;さꜛんしん
ざん新;ざꜛんしん
斬新;ざꜛんしん
3親等;さꜛんしꜜんとう
三親等;さꜛんしꜜんとう
山水;ꜛさꜜんすい
散水;さꜛんすい
さんずい;さꜛんずい
さんずいへん;さꜛんずいへん
山水画;さꜛんすいが~
散水車;さꜛんすꜜいしゃ
算数;さꜛんすꜜう
三すくみ;さꜛんす*ꜜくみ
三竦み;さꜛんす*ꜜくみ
三すくみ;さꜛんす*くみ
三竦み;さꜛんす*くみ
サンスクリット;さꜛんす*くりꜜっと
さんづけ;さꜛんずけ
さんづけ;さꜛんづけ
三途の川;さꜛんずのかわꜜ
三途の川;ꜛさꜜんずのかわ
産する;さꜛんすꜜる
散ずる;さꜛんずる
参ずる;さꜛんずる
散ずる;さꜛんずꜜる
参ずる;さꜛんずꜜる
三世;ꜛさꜜんぜ
三世;さꜛんぜ
酸性;さꜛんせい
賛成;さꜛんせい
三省;さꜛんせい
酸性雨;さꜛんせꜜいう
酸性塩;さꜛんせꜜいえん
酸性岩;さꜛんせꜜいが~ん
参政権;さꜛんせꜜいけん
賛成者;さꜛんせꜜいしゃ
酸性泉;さꜛんせꜜいせん
酸性泉;さꜛんせいせん
賛成派;さꜛんせいは
酸性霧;さꜛんせꜜいむ
山積;さꜛんせき
三世相;さꜛんぜꜜそう
三世相;さꜛんぜそう
残雪;ざꜛんせつ
参戦;さꜛんせん
山川;さꜛんせん
産前;さꜛんぜん
さん然;さꜛんぜん
燦然;さꜛんぜん
参禅;さꜛんぜん
三千世界;さꜛんぜんせꜜかい
三千世界;さꜛんぜんせかꜜい
酸素;ꜛさꜜんそ
ざん訴;ꜛざꜜんそ
讒訴;ꜛざꜜんそ
山荘;さꜛんそう
山相;さꜛんそう
山草;さꜛんそう
山窓;さꜛんそう
山僧;さꜛんそう
残像;ざꜛんぞう
山賊;さꜛんぞく
酸素ボンベ;さꜛんそぼꜜんべ
酸素マスク;さꜛんそまꜜす*く
山村;さꜛんそん
残存;ざꜛんそん
残存;ざꜛんぞん
サンタ;ꜛさꜜんた
3代;ꜛさꜜんだい
三代;ꜛさꜜんだい
参内;さꜛんだい
三代相恩;ꜛさꜜんだいそうおん
三体唐詩;さꜛんたいとꜜうし
三題ばなし;さꜛんだいばꜜなし
三題噺;さꜛんだいばꜜなし
三代目;さꜛんだいめꜜ
三代目;さꜛんだいめ
残高;ꜛざꜜんだか
残高;ざꜛんだか
サンタクロース;さꜛんたくろꜜうす
三太夫;ꜛさꜜんだゆう
三太夫;さꜛんだꜜゆう
棧俵法師;さꜛんだらぼꜜっち
サンダル;さꜛんだる
サンダル;ꜛさꜜんだる
桟俵;さꜛんだꜜわら
賛嘆;さꜛんたん
惨憺;さꜛんたん
算段;ꜛさꜜんだん
算段;さꜛんだꜜん
散弾;さꜛんだん
3段構え;さꜛんだんが~ꜜまえ
三段構え;さꜛんだんが~ꜜまえ
散弾銃;さꜛんだꜜんじゅう
3段跳び;さꜛんだんとび
三段跳び;さꜛんだんとび
3段跳び;さꜛんだꜜんとび
三段跳び;さꜛんだꜜんとび
3段目;さꜛんだんめꜜ
三段目;さꜛんだんめꜜ
三段論法;さꜛんだんろꜜんぽう
産地;ꜛさꜜんち
山地;ꜛさꜜんち
産地価格;さꜛんち*かꜜかく
山中;ꜛさꜜんちゅう
山頂;さꜛんちょう
算定;さꜛんてい
暫定;ざꜛんてい
3DK;さꜛんでぃいけꜜえ
３ＤＫ;さꜛんでぃいけꜜえ
暫定的;ざꜛんていてき
サンデー;ꜛさꜜんでえ
残敵;ざꜛんてき
サンデッキ;さꜛんでꜜっき
参殿;さꜛんでん
残土;ꜛざꜜんど
サンドイッチ;さꜛんどいꜜっち
サンドイッチマン;さꜛんどいっちꜜまん
サンドイッチマン;さꜛんどいꜜっちまん
3等;さꜛんとꜜう
三等;さꜛんとꜜう
3等;さꜛんとう
三等;さꜛんとう
山道;さꜛんどう
参道;さꜛんどう
賛同;さꜛんどう
産道;さꜛんどう
残党;ざꜛんとう
山東京伝;さꜛんとうきょꜜうでん
3等親;さꜛんとꜜうしん
三等親;さꜛんとꜜうしん
山東菜;さꜛんとꜜうな
山東菜;さꜛんとうな
三度がさ;さꜛんどが~ꜜさ
三徳;さꜛんとく
三徳;ꜛさꜜんとく
サントニン;さꜛんとにん
サントニン;ꜛさꜜんとにん
サンドバッグ;さꜛんどばꜜっぐ
サンドペーパー;さꜛんどぺꜜえぱあ
山内;ꜛさꜜんない
三男;さꜛんなꜜん
算入;さꜛんにゅう
参入;さꜛんにゅう
残忍;ざꜛんにん
3人掛け;さꜛんにんが~け
三人掛け;さꜛんにんが~け
3人称;さꜛんにꜜんしょう
三人称;さꜛんにꜜんしょう
残念;ざꜛんねꜜん
残念がる;ざꜛんねんが~ꜜる
三年忌;さꜛんねꜜんき
残念賞;ざꜛんねꜜんしょう
山王;さꜛんのꜜう
三の切り;さꜛんのきりꜜ
三の切り;さꜛんのきり
サンバ;ꜛさꜜんば
産婆;さꜛんば
3杯;ꜛさꜜんばい
三杯;ꜛさꜜんばい
三杯;さꜛんばい
参拝;さꜛんぱい
三拝;さꜛんぱい
散灰;さꜛんぱい
惨敗;ざꜛんぱい
惨敗;さꜛんぱい
三拝九拝;ꜛさんぱꜜいきゅꜛうはい
参拝者;さꜛんぱꜜいしゃ
三杯酢;さꜛんばꜜいず
参拝人;さꜛんぱいにん
三羽がらす;さꜛんばが~ꜜらす
三白;ꜛさꜜんぱく
桟橋;さꜛんばし
三番叟;さꜛんばそう
散髪;さꜛんぱつ
散発;さꜛんぱつ
ざん髪;ざꜛんぱつ
斬髪;ざꜛんぱつ
散発的;さꜛんぱつ*てき
散髪屋;さꜛんぱつや
産婆役;さꜛんばꜜやく
産婆役;さꜛんばやく
さんばら髪;さꜛんばらが~み
さんばら髪;さꜛんばらꜜが~み
残飯;ざꜛんぱん
残飯;ざꜛんぱꜜん
三番出世;さꜛんばんし*ゅꜜっせ
賛美;ꜛさꜜんび
酸鼻;ꜛさꜜんび
賛否;ꜛさꜜんぴ
賛美歌;さꜛんびか
三筆;さꜛんぴ*つ
三筆;ꜛさꜜんぴ*つ
三百代言;さꜛんびゃくだꜜいげ~ん
散票;さꜛんぴょう
残票;ざꜛんぴょう
3拍子;さꜛんびょꜜうし
三拍子;さꜛんびょꜜうし
三ぴん;さꜛんぴꜜん
三一;さꜛんぴꜜん
産品;さꜛんぴん
残品;ざꜛんぴん
残品;ꜛざꜜんぴん
産婦;ꜛさꜜんぷ
散布;ꜛさꜜんぷ
産婦;さꜛんぷ
散布;さꜛんぷ
残部;ꜛざꜜんぶ
3部合唱;さꜛんぶがꜜっしょう
三部合唱;さꜛんぶがꜜっしょう
三部経;さꜛんぶꜜきょう
三部曲;さꜛんぶꜜきょく
山腹;さꜛんぷ*く
三幅対;さꜛんぷ*くꜜつい
三幅対;さꜛんぷ*ꜜくつい
3部形式;さꜛんぶけꜜいし*き
三部形式;さꜛんぶけꜜいし*き
3部作;さꜛんぶꜜさく
三部作;さꜛんぶꜜさく
産婦人科;さꜛんふじんか
産物;さꜛんぶつ
残物;ざꜛんぶつ
賛仏会;さꜛんぶつꜜえ
賛仏会;さꜛんぶꜜつえ
サンプリング;さꜛんぷりんぐ~
サンプル;ꜛさꜜんぷる
散文;さꜛんぶん
3分;さꜛんぶん
三分;さꜛんぶん
散文詩;さꜛんぶꜜんし
散文的;さꜛんぶんてき
散兵線;さꜛんぺꜜいせん
残片;ざꜛんぺん
散歩;さꜛんぽ
3方;さꜛんぼꜜう
三方;さꜛんぼꜜう
参謀;さꜛんぼう
三方;さꜛんぼう
三宝;さꜛんぼう
三宝絵詞;さꜛんぽうえこꜜとば
三宝柑;さꜛんぽうかん
参謀長;さꜛんぼꜜうちょう
三盆;さꜛんぼん
残本;ざꜛんぽん
三盆白;さꜛんぼんじろ
三盆白;さꜛんぼꜜんじろ
3本立て;さꜛんぼんだて
三本立て;さꜛんぼんだて
秋刀魚;さꜛんま
3枚;ꜛさꜜんまい
三枚;ꜛさꜜんまい
産米;さꜛんまい
散米;さꜛんまい
三枚;さꜛんまい
三昧;さꜛんまい
さんまい境;さꜛんまいきょう
三昧境;さꜛんまいきょう
三枚目;さꜛんまいめꜜ
さんま漁;さꜛんまꜜりょう
散漫;さꜛんまん
酸味;ꜛさꜜんみ
酸味;さꜛんみ
酸味;さꜛんみꜜ
三位一体;ꜛさꜜんみいったい
山脈;さꜛんみゃく
三民主義;さꜛんみんしゅꜜぎ~
残夢;ꜛざꜜんむ
残務;ꜛざꜜんむ
3面;さꜛんめん
三面;さꜛんめん
3面記事;さꜛんめんきꜜじ
三面記事;さꜛんめんきꜜじ
3面鏡;さꜛんめんきょう
三面鏡;さꜛんめんきょう
三面六ぴ;さꜛんめんろꜜっぴ
三面六臂;さꜛんめんろꜜっぴ
3毛作;さꜛんもꜜうさく
三毛作;さꜛんもꜜうさく
3文;ꜛさꜜんもん
三文;ꜛさꜜんもん
山門;さꜛんもん
三門;さꜛんもん
三文判;さꜛんもんばん
三文判;さꜛんもꜜんばん
山野;ꜛさꜜんや
三役;ꜛさꜜんやく
散薬;ꜛさꜜんやく
散薬;さꜛんやく
産油国;さꜛんゆꜜこく
参与;ꜛさꜜんよ
残余;ꜛざꜜんよ
山容;さꜛんよう
算用;さꜛんよう
算用数字;さꜛんようすꜜうじ
山陽道;さꜛんよꜜうどう
参与官;さꜛんよꜜかん
三四日;ꜛさꜜんよっか
産卵;さꜛんらん
蚕卵;さꜛんらん
散乱;さꜛんらん
燦爛;さꜛんらん
産卵池;さꜛんらꜜんいけ
産卵期;さꜛんらꜜんき
蚕卵紙;さꜛんらꜜんし
三里;ꜛさꜜんり
三流;さꜛんりゅう
残留;ざꜛんりゅう
山陵;さꜛんりょう
残量;ざꜛんりょꜜう
山林;さꜛんりん
三輪車;さꜛんりꜜんしゃ
三隣亡;さꜛんりꜜんぼう
酸類;ꜛさꜜんるい
3塁;ꜛさꜜんるい
三塁;ꜛさꜜんるい
3塁;さꜛんるい
三塁;さꜛんるい
残塁;ざꜛんるい
3塁手;さꜛんるꜜいしゅ
三塁手;さꜛんるꜜいしゅ
3塁打;さꜛんるꜜいだ
三塁打;さꜛんるꜜいだ
サンルーフ;さꜛんるꜜうふ
サンルーム;さꜛんるꜜうむ
山霊;さꜛんれい
山れい;さꜛんれい
山嶺;さꜛんれい
参列;さꜛんれつ
参列者;さꜛんれꜜつ*しゃ
参列者;さꜛんれつ*ꜜしゃ
参ろう;さꜛんろう
参篭;さꜛんろう
山ろく;さꜛんろく
山麓;さꜛんろく
四;ꜛしꜜ
士;ꜛしꜜ
市;ꜛしꜜ
氏;ꜛしꜜ
使;ꜛしꜜ
師;ꜛしꜜ
資;ꜛしꜜ
死;ꜛしꜜ
史;ꜛしꜜ
刺;ꜛしꜜ
詩;し
字;ꜛじꜜ
辞;ꜛじꜜ
地;ꜛじꜜ
地;じ
痔;じ
柱;じ
試合;しꜛあい
自愛;じꜛあい
慈愛;じꜛあい
自愛;ꜛじꜜあい
慈愛;ꜛじꜜあい
地合い;じꜛあい
試合運び;しꜛあいはꜜこび
し合う;しꜛあꜜう
仕上がり;しꜛあが~り
仕上がる;しꜛあが~ꜜる
仕上げ;しꜛあげ~
地上げ;じꜛあげ~
仕上げる;しꜛあげ~ꜜる
明明後日;しꜛあさꜜって
ジアスターゼ;じꜛあす*たꜜあぜ
シアター;ꜛしꜜあたあ
指圧;しꜛあつ
字余り;じꜛあꜜまり
地雨;じꜛあめ
幸せ;しꜛあわせ
幸せ者;しꜛあわせもの
思案;ꜛしꜜあん
シアン;ꜛしꜜあん
試案;しꜛあん
私案;しꜛあん
思案顔;しꜛあんが~お
椎;ꜛしꜜい
四囲;ꜛしꜜい
私意;ꜛしꜜい
思惟;ꜛしꜜい
恣意;ꜛしꜜい
紫衣;ꜛしꜜい
祖父;ꜛじꜜい
爺;ꜛじꜜい
祖父さん;ꜛじꜜいさん
爺さん;ꜛじꜜいさん
辞意;ꜛじꜜい
示威;ꜛじꜜい
自慰;ꜛじꜜい
侍医;ꜛじꜜい
シーエーティーブイ;しꜛいええてぃいぶꜜい
ジーエヌピー;じꜛいえぬぴꜜい
シーエム;しꜛいえむ
ＣＭ;しꜛいえむ
詩歌;ꜛしꜜいか
飼育;しꜛいく
シークレット;ꜛしꜜいくれっと
シーサイド;しꜛいさꜜいど
自意識;じꜛいꜜし*き
シーズン;ꜛしꜜいずん
シーズンオフ;しꜛいずんおꜜふ
シーソー;ꜛしꜜいそう
シーソーゲーム;しꜛいそうげꜜえむ
椎茸;ꜛしꜜいたけ
虐げる;しꜛいたげ~ꜜる
シーツ;ꜛしꜜいつ
強いて;ꜛしꜜいて
シーディー;しꜛいでぃꜜい
シーティースキャン;しꜛいてぃいす*ꜜきゃん
シーティースキャン;しꜛいてぃいす*きゃꜜん
シーディーロム;しꜛいでぃいろꜜむ
し意的;しꜛいてき
恣意的;しꜛいてき
シート;ꜛしꜜいと
シード;ꜛしꜜいど
シートノック;しꜛいとのꜜっく
シートベルト;しꜛいとべꜜると
粃;しꜛいな
しいの木;ꜛしꜜいのき
椎の木;ꜛしꜜいのき
しいの実;ꜛしꜜいのみ
椎の実;ꜛしꜜいのみ
シーハイル;しꜛいはꜜいる
ジーパン;じꜛいぱん
シーフード;しꜛいふꜜうど
シームレス;ꜛしꜜいむれす
Gメン;ꜛじꜜいめん
Ｇメン;ꜛじꜜいめん
爺や;じꜛいやꜜ
爺や;ꜛじꜜいや
シーラカンス;しꜛいらかꜜんす
シーラカンス;ꜛしꜜいらかんす
シーリング;しꜛいりんぐ~
シーリング;ꜛしꜜいりんぐ~
シール;ꜛしꜜいる
強いる;しꜛいꜜる
誣いる;しꜛいꜜる
シールド;ꜛしꜜいるど
シールド;しꜛいるど
仕入れ;しꜛいれ
シーレーン;しꜛいれꜜえん
仕入れ値;しꜛいれꜜね
仕入れ値段;しꜛいれねꜜだん
仕入れる;しꜛいれꜜる
地色;じꜛいろ
シーン;ꜛしꜜいん
死因;しꜛいん
子音;しꜛいん
私印;しꜛいん
試飲;しꜛいん
寺院;ꜛじꜜいん
ジーンズ;ꜛじꜜいんず
慈雨;ꜛじꜜう
地唄;じꜛうた
地謡;じꜛうꜜたい
地謡座;じꜛうたいざ
地唄舞;じꜛうたꜜまい
地唄舞;じꜛうたまい
仕打ち;しꜛうち
紫雲;しꜛうん
紫雲;ꜛしꜜうん
試運転;しꜛうꜜんてん
紫衣;ꜛしꜜえ
シェア;ꜛしぇꜜあ
市営;しꜛえい
私営;しꜛえい
自衛;じꜛえい
自営;じꜛえい
自衛官;じꜛえꜜいかん
自衛艦;じꜛえꜜいかん
自衛艦;じꜛえいかん
自衛権;じꜛえꜜいけん
自衛策;じꜛえꜜいさく
自衛隊;じꜛえいたい
シェイプアップ;しぇꜛいぷあꜜっぷ
ジェーアール;じぇꜛえあꜜある
ＪＲ;じぇꜛえあꜜある
シェーカー;ꜛしぇꜜえかあ
シェーク;ꜛしぇꜜえく
シェーバー;ꜛしぇꜜえばあ
シェービングクリーム;しぇꜛえびんぐ~くりꜜいむ
ジェーリーグ;じぇꜛえりꜜいぐ
Ｊリーグ;じぇꜛえりꜜいぐ
私益;しꜛえき
使役;しꜛえき
私益;ꜛしꜜえき
使役;ꜛしꜜえき
ジェスチャー;ꜛじぇꜜす*ちゃあ
ジェット;ꜛじぇꜜっと
ジェット機;じぇꜛっとꜜき
ジェット気流;じぇꜛっときꜜりゅう
ジェットコースター;じぇꜛっとこꜜうす*たあ
ジェネレーション;じぇꜛねれꜜえしょん
シェパード;しぇꜛぱꜜあど
シェパード;ꜛしぇꜜぱあど
シェフ;ꜛしぇꜜふ
ジェラシー;ꜛじぇꜜらしい
シェラック;しぇꜛらꜜっく
シェリー酒;しぇꜛりꜜいしゅ
シェルター;ꜛしぇꜜるたあ
シェルパ;ꜛしぇꜜるぱ
私えん;しꜛえん
私怨;しꜛえん
試演;しꜛえん
支援;しꜛえん
紫煙;しꜛえん
支援;ꜛしꜜえん
紫煙;ꜛしꜜえん
自演;じꜛえん
ジェンダー;ꜛじぇꜜんだあ
ジェントルマン;ꜛじぇꜜんとるまん
塩;しꜛおꜜ
潮;しꜛおꜜ
機会;しꜛおꜜ
潮合い;しꜛおあい
潮合い;しꜛおあꜜい
塩味;しꜛおꜜあじ
塩あゆ;しꜛおあꜜゆ
塩鮎;しꜛおあꜜゆ
塩あゆ;しꜛおあゆ
塩鮎;しꜛおあゆ
塩あん;しꜛおあん
塩あん;しꜛおꜜあん
塩あんばい;しꜛおあꜜんばい
塩塩梅;しꜛおあꜜんばい
塩いわし;しꜛおいꜜわし
塩鰯;しꜛおいꜜわし
為果る;しꜛおうせꜜる
為果る;しꜛおおせꜜる
潮貝;しꜛおꜜが~い
塩加減;しꜛおかꜜげ~ん
潮がしら;しꜛおが~ꜜしら
潮頭;しꜛおが~ꜜしら
潮風;しꜛおꜜかぜ
塩がま;しꜛおꜜが~ま
塩釜;しꜛおꜜが~ま
塩がま;しꜛおが~ま
塩釜;しꜛおが~ま
塩辛;しꜛおから
塩辛;しꜛおかꜜら
塩辛;しꜛおからꜜ
塩辛い;しꜛおからꜜい
塩辛声;しꜛおからご~ꜜえ
塩辛とんぼ;しꜛおからとꜜんぼ
仕置き;しꜛおき
仕置き場;しꜛおきば
潮くみ;しꜛおくꜜみ
潮汲み;しꜛおくꜜみ
潮くみ;しꜛおくみꜜ
潮汲み;しꜛおくみꜜ
仕送り;しꜛおくり
塩気;しꜛおけꜜ
潮気;しꜛおけꜜ
潮煙;しꜛおけꜜむり
塩こしょう;しꜛおこꜜしょう
塩胡椒;しꜛおこꜜしょう
潮さい;しꜛおさい
潮騒;しꜛおさい
潮ざい;しꜛおざい
潮騒;しꜛおざい
潮境;しꜛおざꜜかい
塩魚;しꜛおざꜜかな
潮先;しꜛおさき
潮先;しꜛおさきꜜ
塩ざけ;しꜛおざꜜけ
塩鮭;しꜛおざꜜけ
塩さば;しꜛおꜜさば
塩さば;しꜛおさば
仕納め;しꜛおさめ
塩沢;しꜛおざわ
潮路;しꜛおじ
潮路;しꜛおꜜじ
しおしおと;ꜛしꜜおしおと
しおしおと;しꜛおしꜜおと
潮じみる;しꜛおじみꜜる
潮染みる;しꜛおじみꜜる
塩じゃけ;しꜛおじゃꜜけ
塩鮭;しꜛおじゃꜜけ
塩漬け;しꜛおずけ
塩漬け;しꜛおづけ
塩漬け;しꜛおずけꜜ
塩漬け;しꜛおづけꜜ
塩瀬;ꜛしꜜおぜ
塩せんべい;しꜛおせꜜんべい
塩出し;しꜛおだし
塩出し;しꜛおだしꜜ
塩断ち;しꜛおだち
塩断ち;しꜛおだちꜜ
潮だまり;しꜛおだꜜまり
塩だら;しꜛおだꜜら
塩鱈;しꜛおだꜜら
潮垂れる;しꜛおたれる
潮垂れる;しꜛおたれꜜる
潮時;しꜛおどき
潮時;しꜛおどきꜜ
潮鳴り;しꜛおなり
塩煮;しꜛおにꜜ
塩にしん;しꜛおにꜜしん
塩花;しꜛおꜜばな
塩花;しꜛおばな
潮干狩り;しꜛおひꜜが~り
塩引き;しꜛおびき
塩引き;しꜛおびきꜜ
潮吹き貝;しꜛおふ*きꜜが~い
塩ぶり;しꜛおぶꜜり
塩鰤;しꜛおぶꜜり
潮待ち;しꜛおまちꜜ
潮待ち;しꜛおまち
潮招き;しꜛおまꜜねき
塩豆;しꜛおꜜまめ
塩水;しꜛおꜜみず
潮目;しꜛおめꜜ
潮目;しꜛおめ
塩物;しꜛおꜜもの
塩もみ;しꜛおもみ
塩もみ;しꜛおもみꜜ
塩焼き;しꜛおやき
塩焼き;しꜛおやきꜜ
潮焼け;しꜛおやけ
潮焼け;しꜛおやけꜜ
塩湯;しꜛおꜜゆ
しおらしい;しꜛおらしꜜい
ジオラマ;じꜛおらま
枝折;しꜛおり
栞;しꜛおり
しおり戸;しꜛおりꜜど
しおり門;しꜛおりꜜもん
萎れる;しꜛおれる
師恩;ꜛしꜜおん
四恩;ꜛしꜜおん
紫苑;ꜛしꜜおん
師恩;しꜛおん
四恩;しꜛおん
紫苑;しꜛおん
字音;じꜛおん
史家;ꜛしꜜか
市価;ꜛしꜜか
歯科;ꜛしꜜか
史家;しꜛかꜜ
市価;しꜛかꜜ
歯科;しꜛかꜜ
鹿;しꜛか
鹿;しꜛかꜜ
歯牙;ꜛしꜜが~
滋賀;ꜛしꜜが~
時価;ꜛじꜜか
時下;ꜛじꜜか
自家;ꜛじꜜか
直;ꜛじꜜか
自我;ꜛじꜜが~
シガー;ꜛしꜜがあ
四海;しꜛかꜜい
歯科医;しꜛかꜜい
司会;しꜛかい
視界;しꜛかい
市会;しꜛかい
斯界;しꜛかい
斯界;しꜛかꜜい
市街;ꜛしꜜが~い
市外;ꜛしꜜが~い
死がい;しꜛが~い
死骸;しꜛが~い
自戒;じꜛかい
磁界;じꜛかい
次回;ꜛじꜜかい
次回;じꜛかい
自害;ꜛじꜜが~い
司会者;しꜛかꜜいしゃ
紫外線;しꜛが~いせん
市街戦;しꜛが~いせん
市街地;しꜛが~ꜜいち
市外通話;しꜛが~いつꜜうわ
仕返し;しꜛかえし
仕返す;しꜛかꜜえす
仕返す;しꜛかえꜜす
しか狩り;しꜛかが~り
鹿狩り;しꜛかが~り
しか皮;しꜛかが~わ
鹿皮;しꜛかが~わ
4角;しꜛかくꜜ
四角;しꜛかくꜜ
資格;しꜛかく
死角;しꜛかく
視覚;しꜛかく
刺客;しꜛかく
視学;ꜛしꜜが~く
私学;ꜛしꜜが~く
史学;ꜛしꜜが~く
自覚;じꜛかく
字画;じꜛかく
四角い;しꜛかくꜜい
四角い;しꜛかくい
視覚教育;しꜛかく*きょꜜういく
4角形;しꜛかꜜく*けい
四角形;しꜛかꜜく*けい
